Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,DS,G,A,SG,FS,FF,FD,FT,DE,DP,GC,CV,CA,PP,GS,FC,I,PS,PC,PI,Year,Round
Vinícius (ATA),,500,14,453,160,-45,18.0,3.0,2.0,,29.0,8.0,9.0,,,,,,2.0,,,23.0,,,,48.0,2020,21
Jorge Sampaoli (TEC),,1416,20,452,366,-83,,,,,,,,,,,,,,,,,,,,,2020,21
Everton Ribeiro (MEI),,821,16,448,0,0,18.0,5.0,2.0,,34.0,9.0,6.0,,,,,,3.0,,,17.0,1.0,,,126.0,2020,21
Matheus Babi (ATA),,937,18,443,810,127,24.0,6.0,1.0,,48.0,9.0,8.0,2.0,,,,,5.0,,,44.0,8.0,,,81.0,2020,21
Tinga (LAT),,670,11,439,200,23,23.0,,2.0,5.0,6.0,1.0,1.0,1.0,,,,,1.0,,,7.0,,,,122.0,2020,21
Tiago Volpi (GOL),,1337,17,430,370,15,1.0,,1.0,5.0,4.0,,,,,3.0,,,1.0,,17.0,,,,,127.0,2020,21
Dodi (MEI),,1112,19,412,160,-53,64.0,1.0,,,34.0,10.0,4.0,,,,,,3.0,,,23.0,,,,58.0,2020,21
Sabino (ZAG),,780,20,406,-10,-212,31.0,4.0,,5.0,17.0,5.0,,1.0,,,1.0,,1.0,,,7.0,2.0,,,107.0,2020,21
Bruno Henrique (ATA),,1275,14,401,900,93,15.0,4.0,3.0,,33.0,6.0,6.0,2.0,,,,,7.0,1.0,,25.0,4.0,,,79.0,2020,21
Léo Gil (MEI),,620,3,393,890,195,2.0,,2.0,,8.0,1.0,,,,,,,1.0,,,3.0,,,,15.0,2020,21
Fernando Diniz (TEC),,957,17,389,358,-15,,,,,,,,,,,,,,,,,,,,,2020,21
Bruno Pacheco (LAT),,819,15,389,180,-27,39.0,,2.0,5.0,20.0,2.0,,,,,,1.0,,,,20.0,,,,121.0,2020,21
Ricardo Sá Pinto (TEC),,856,3,388,768,146,,,,,,,,,,,,,,,,,,,,,2020,21
Marcelo Cabo (TEC),,780,1,385,385,12,,,,,,,,,,,,,,,,,,,,,2020,21
Renato Gaúcho (TEC),,1280,20,384,590,-7,,,,,,,,,,,,,,,,,,,,,2020,21
Benítez (MEI),,887,14,382,50,-65,38.0,1.0,1.0,,33.0,6.0,7.0,,,,,,3.0,,,15.0,2.0,,,130.0,2020,21
Talles Magno (ATA),,996,17,382,70,-58,26.0,2.0,2.0,,46.0,11.0,4.0,1.0,,,,1.0,2.0,,,16.0,4.0,,,74.0,2020,21
Jean (GOL),,1056,19,377,1390,269,1.0,1.0,,4.0,8.0,,1.0,,,,,,1.0,,24.0,1.0,,,,160.0,2020,21
Cuca (TEC),,1144,21,367,655,102,,,,,,,,,,,,,,,,,,,,,2020,21
Cléber (ATA),,1169,18,362,710,90,22.0,4.0,1.0,,18.0,15.0,8.0,1.0,,,,,,,,38.0,7.0,,,52.0,2020,21
Guto Ferreira (TEC),,889,20,355,304,-28,,,,,,,,,,,,,,,,,,,,,2020,21
Patrick de Paula (MEI),,574,15,355,280,36,35.0,1.0,1.0,,19.0,8.0,6.0,1.0,,,,,1.0,,,22.0,,,,79.0,2020,21
Neto Borges (LAT),,565,9,352,1060,115,17.0,,1.0,3.0,12.0,2.0,1.0,,,,,,2.0,,,10.0,1.0,,,46.0,2020,21
12345,12345.0,12345,12345,12345,12345,12345,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,2020,21
Thiago Galhardo (MEI),,1822,20,857,-60,-86,16.0,15.0,5.0,,30.0,17.0,12.0,,,,,1.0,1.0,,,20.0,12.0,,,97.0,2020,22
Vina (MEI),,976,15,631,90,-97,11.0,6.0,3.0,,8.0,21.0,17.0,1.0,,,,,1.0,,,10.0,4.0,,,144.0,2020,22
Luciano (ATA),,1045,16,571,1170,-22,20.0,8.0,1.0,,27.0,10.0,3.0,1.0,,,,,3.0,,,20.0,4.0,,,78.0,2020,22
Claudinho (ATA),,1483,18,551,0,0,29.0,8.0,1.0,,29.0,14.0,11.0,,,,,,3.0,1.0,,17.0,4.0,,,172.0,2020,22
Cano (ATA),,1385,18,550,710,-146,7.0,10.0,,,12.0,9.0,11.0,1.0,,,,,,,,18.0,7.0,,,46.0,2020,22
Brenner (ATA),,643,14,541,300,20,7.0,6.0,1.0,,22.0,11.0,8.0,1.0,,,,,3.0,,,11.0,5.0,,,26.0,2020,22
Raul (MEI),,876,13,534,0,0,55.0,1.0,1.0,,36.0,3.0,1.0,,,,,,,,,23.0,1.0,,,81.0,2020,22
Maurício (MEI),,693,2,530,1030,292,2.0,1.0,,,3.0,,1.0,,,,,,,,,2.0,,,,11.0,2020,22
Nenê (MEI),,1272,17,522,130,-63,16.0,7.0,1.0,,31.0,18.0,6.0,,,,,,2.0,,,7.0,,,,180.0,2020,22
Patrick (MEI),,1271,18,514,0,0,45.0,3.0,2.0,,33.0,8.0,6.0,3.0,,,,,1.0,,,27.0,2.0,,,89.0,2020,22
Renato Kayzer (ATA),,678,16,511,-70,-136,11.0,7.0,1.0,,26.0,15.0,13.0,,,,,,2.0,,,31.0,10.0,,,62.0,2020,22
Calegari (LAT),,525,8,506,450,4,33.0,,,1.0,19.0,2.0,2.0,,,,,,,,,9.0,1.0,,,60.0,2020,22
Reinaldo (LAT),,1370,16,502,250,44,34.0,4.0,1.0,5.0,15.0,5.0,8.0,,,,,,3.0,,,21.0,,,,204.0,2020,22
Marcelo Cabo (TEC),,906,2,492,599,126,,,,,,,,,,,,,,,,,,,,,2020,22
Fernando Sobral (MEI),,1277,20,467,350,55,62.0,1.0,3.0,,37.0,15.0,9.0,1.0,,,,,2.0,,,32.0,6.0,,,127.0,2020,22
Rodriguinho (MEI),,1335,12,465,0,0,6.0,4.0,1.0,,26.0,7.0,5.0,1.0,,,,,1.0,,,9.0,2.0,,,73.0,2020,22
Heitor (LAT),,425,7,453,0,0,20.0,,4.0,1.0,8.0,1.0,2.0,,,,,1.0,3.0,,,10.0,,,,45.0,2020,22
Tiago Volpi (GOL),,1306,18,416,180,-31,1.0,,1.0,5.0,4.0,,,,,3.0,,,1.0,,18.0,,,,,129.0,2020,22
Lucas Evangelista (MEI),,496,12,386,0,0,20.0,2.0,1.0,,25.0,6.0,3.0,1.0,,,,,3.0,,,18.0,,,,36.0,2020,22
Fernando Diniz (TEC),,955,18,385,309,-2,,,,,,,,,,,,,,,,,,,,,2020,22
Élber (ATA),,1107,16,383,0,0,15.0,2.0,2.0,,35.0,8.0,8.0,1.0,,,,,,,,8.0,7.0,,,87.0,2020,22
Jean (GOL),,913,20,378,390,-143,1.0,1.0,,5.0,8.0,,1.0,,,,,,1.0,,24.0,1.0,,,,171.0,2020,22
Abel Ferreira (TEC),,1103,3,377,136,-79,,,,,,,,,,,,,,,,,,,,,2020,22
Pedro Henrique (ZAG),,634,13,367,850,42,26.0,,,5.0,8.0,2.0,1.0,,,,,,1.0,,,6.0,,,,50.0,2020,22
Jadson (ZAG),,492,2,365,130,-23,5.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,2.0,2020,22
Cuca (TEC),,1072,22,358,178,-72,,,,,,,,,,,,,,,,,,,,,2020,22
Digão (ZAG),,505,10,358,-100,-55,18.0,2.0,,2.0,7.0,3.0,1.0,,,,,,4.0,,,10.0,,,,23.0,2020,22
Guto Ferreira (TEC),,905,21,355,365,16,,,,,,,,,,,,,,,,,,,,,2020,22
Bruno Pacheco (LAT),,757,16,355,-160,-62,40.0,,2.0,5.0,20.0,3.0,,,,,,1.0,1.0,,,22.0,,,,125.0,2020,22
Odair Hellmann (TEC),,966,22,350,332,17,,,,,,,,,,,,,,,,,,,,,2020,22
Cléber (ATA),,1081,19,350,140,-88,23.0,4.0,1.0,,19.0,15.0,8.0,1.0,,,,,,,,38.0,7.0,,,53.0,2020,22
Léo Cittadini (MEI),,1288,17,346,720,91,35.0,2.0,,,31.0,17.0,7.0,,,,,,3.0,,,34.0,,,,67.0,2020,22
Ytalo (ATA),,705,14,342,0,0,10.0,2.0,3.0,,9.0,6.0,7.0,,,,,,,,,14.0,2.0,,,28.0,2020,22
Léo Gil (MEI),,527,4,340,180,-93,5.0,,2.0,,10.0,1.0,,,,,,,1.0,,,6.0,,,,22.0,2020,22
Juninho Capixaba (LAT),,834,13,340,0,0,34.0,,1.0,3.0,16.0,4.0,2.0,,,,,,1.0,,,16.0,1.0,,,129.0,2020,22
Douglas Friedrich (GOL),,898,12,336,0,0,,,,3.0,3.0,,,,,,,,,,11.0,,,,,62.0,2020,22
Janderson (ATA),,652,17,333,750,74,21.0,2.0,3.0,,20.0,9.0,6.0,,,,,,1.0,,,15.0,,,,102.0,2020,22
Samuel Xavier (LAT),,683,15,330,640,62,32.0,,3.0,5.0,26.0,5.0,1.0,,,,,1.0,4.0,,,23.0,1.0,,,156.0,2020,22
Ricardo Sá Pinto (TEC),,771,4,330,157,-85,,,,,,,,,,,,,,,,,,,,,2020,22
Paulo Autuori (TEC),,883,16,328,545,15,,,,,,,,,,,,,,,,,,,,,2020,22
Zé Roberto (ATA),,604,10,328,710,-22,4.0,2.0,1.0,,28.0,9.0,6.0,,,,,,2.0,,,20.0,4.0,,,46.0,2020,22
Gustavo Torres (ATA),,604,3,327,740,173,3.0,,1.0,,2.0,2.0,2.0,,,,,,,,,4.0,1.0,,,7.0,2020,22
Júnior Tavares (LAT),,431,6,325,-10,-36,6.0,,,2.0,8.0,2.0,1.0,,,,,,,,,2.0,,,,23.0,2020,22
Maurício Barbieri (TEC),,745,14,324,0,0,,,,,,,,,,,,,,,,,,,,,2020,22
Thiago Heleno (ZAG),,770,14,323,1240,95,15.0,1.0,1.0,5.0,14.0,8.0,2.0,,,,1.0,,3.0,,,12.0,,,,66.0,2020,22
Lucca (ATA),,606,4,315,1070,194,4.0,1.0,,,5.0,,1.0,,,,,,,,,4.0,1.0,,,6.0,2020,22
Gustavo Gómez (ZAG),,1127,13,309,170,-39,23.0,1.0,1.0,4.0,12.0,3.0,2.0,,,,,1.0,3.0,,,16.0,7.0,,,41.0,2020,22
Gabriel Sara (MEI),,513,17,309,640,-30,20.0,4.0,1.0,,16.0,13.0,4.0,,,,,,4.0,,,16.0,3.0,,,102.0,2020,22
Nicolas (LAT),,790,19,308,550,124,32.0,,3.0,5.0,9.0,9.0,6.0,,,,,,,,,22.0,1.0,,,207.0,2020,22
Jair Ventura (TEC),,683,16,304,146,-3,,,,,,,,,,,,,,,,,,,,,2020,22
123,123.0,123,123,123,123,123,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,2020,22
Marinho (ATA),,2581,19,1044,1820,269,21.0,13.0,6.0,,90.0,22.0,14.0,1.0,,,,,4.0,,,26.0,15.0,,,106.0,2020,23
Thiago Galhardo (MEI),,1727,21,805,-240,-95,16.0,15.0,5.0,,30.0,19.0,12.0,,,,,1.0,1.0,1.0,,20.0,12.0,,,97.0,2020,23
Vina (MEI),,1178,16,678,1380,202,11.0,7.0,4.0,,11.0,21.0,17.0,1.0,,,,,1.0,,,10.0,4.0,,,151.0,2020,23
Luciano (ATA),,1161,17,643,1790,116,22.0,10.0,1.0,,27.0,10.0,4.0,1.0,,,,,3.0,,,22.0,4.0,,,81.0,2020,23
Calegari (LAT),,702,9,611,1450,177,40.0,,,2.0,26.0,2.0,2.0,,,,,,,,,9.0,1.0,,,70.0,2020,23
Viña (LAT),,1045,13,573,1490,167,47.0,,2.0,5.0,20.0,5.0,2.0,,,,,,3.0,,,13.0,2.0,,,103.0,2020,23
Cano (ATA),,1385,18,550,0,0,7.0,10.0,,,12.0,9.0,11.0,1.0,,,,,,,,18.0,7.0,,,46.0,2020,23
Claudinho (ATA),,1384,19,546,460,-99,31.0,8.0,1.0,,30.0,15.0,13.0,,,,,,3.0,1.0,,18.0,4.0,,,178.0,2020,23
Brenner (ATA),,646,15,530,380,3,7.0,6.0,1.0,,25.0,13.0,9.0,1.0,,,,,3.0,,,12.0,5.0,,,26.0,2020,23
Raul (MEI),,833,14,519,330,-43,59.0,1.0,1.0,,38.0,3.0,1.0,,,,,,,,,25.0,1.0,,,88.0,2020,23
Reinaldo (LAT),,1410,17,512,680,40,34.0,4.0,3.0,5.0,15.0,5.0,8.0,,,,,,3.0,,,24.0,,,,221.0,2020,23
Patrick (MEI),,1170,19,506,360,-101,47.0,3.0,2.0,,37.0,8.0,7.0,3.0,,,,,1.0,,,29.0,2.0,,,95.0,2020,23
Nenê (MEI),,1232,18,500,120,-40,18.0,7.0,1.0,,31.0,19.0,6.0,,,,,,2.0,,,9.0,,,,186.0,2020,23
Abel Ferreira (TEC),,1248,4,498,862,145,,,,,,,,,,,,,,,,,,,,,2020,23
Matheus Ferraz (ZAG),,548,3,490,440,2,3.0,,1.0,2.0,1.0,,1.0,,,,,,1.0,,,4.0,,,,10.0,2020,23
Marcelo Cabo (TEC),,900,3,463,406,-6,,,,,,,,,,,,,,,,,,,,,2020,23
John Victor (GOL),,76,3,447,-440,-87,,,,1.0,3.0,,,,,,,,,,3.0,,,,,31.0,2020,23
Léo Chú (ATA),,344,7,447,610,-13,11.0,,4.0,,7.0,6.0,2.0,,,,,,1.0,,,5.0,4.0,,,39.0,2020,23
Felipe Jonatan (LAT),,1108,21,446,-90,-144,69.0,2.0,1.0,4.0,24.0,11.0,3.0,,,,,,5.0,,,26.0,,,,175.0,2020,23
Jean (GOL),,1104,21,434,1550,191,1.0,1.0,,6.0,8.0,1.0,1.0,,,1.0,,,1.0,,24.0,1.0,,,,184.0,2020,23
Tiago Volpi (GOL),,1269,19,404,180,-37,1.0,,1.0,5.0,4.0,,,,,3.0,,,1.0,,19.0,,,,,131.0,2020,23
Patrick de Paula (MEI),,717,17,400,1080,117,37.0,2.0,1.0,,21.0,11.0,8.0,1.0,,,,,1.0,,,22.0,,,,90.0,2020,23
Lucas Evangelista (MEI),,557,13,399,560,61,24.0,2.0,1.0,,29.0,6.0,4.0,1.0,,,,,3.0,,,20.0,,,,42.0,2020,23
Cléber (ATA),,1244,20,394,1220,163,27.0,5.0,1.0,,19.0,17.0,9.0,1.0,,,,,,,,41.0,8.0,,,59.0,2020,23
Arboleda (ZAG),,1042,6,393,1430,219,5.0,1.0,,2.0,2.0,1.0,4.0,,,,,,1.0,,,5.0,,,,15.0,2020,23
