Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,DS,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PI,rodada,ano,RB,PE
Renan Lodi (LAT),Athlético-PR,9.64,1.0,2.9,2.9,-1.36,,,,,3.0,,3.0,,,,,,,,,2.0,,,1,2019,,4.0
Bruno Silva (MEI),Fluminense,6.73,1.0,2.7,2.7,-0.27,,,,,3.0,1.0,,,,,,,,,,1.0,,,1,2019,1.0,2.0
Odair Hellmann (TEC),Internacional,7.39,1.0,2.65,2.65,-0.61,,,,,,,,,,,,,,,,,,,1,2019,,
Fred (ATA),Cruzeiro,8.74,1.0,2.6,2.6,-1.26,,,1.0,,3.0,,,,,,,,1.0,,,2.0,,,1,2019,,3.0
Bruno Alves (ZAG),São Paulo,6.66,1.0,2.6,2.6,-0.34,,,,1.0,,,,,,,,,,,,3.0,,,1,2019,,3.0
Léo Pereira (ZAG),Athlético-PR,6.66,1.0,2.6,2.6,-0.34,,,,,,,1.0,,,,,,,,,2.0,,,1,2019,2.0,2.0
Sornoza (MEI),Corinthians,5.2,1.0,2.5,2.5,0.2,,,,,2.0,,,,,,,,,,,,,,1,2019,1.0,
Edinho (MEI),Fortaleza,5.83,1.0,2.4,2.4,-0.17,,,,,,,1.0,,,,,,,,,,,,1,2019,1.0,1.0
Douglas (ZAG),Chapecoense,5.0,1.0,2.2,2.2,0.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,1,2019,,1.0
Nino Paraíba (LAT),Bahia,13.95,1.0,2.1,2.1,-4.05,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,1,2019,,3.0
Matheus Henrique (MEI),Grêmio,4.93,1.0,2.1,2.1,-0.07,,,,,2.0,1.0,,,,,,,1.0,,,2.0,,,1,2019,3.0,4.0
Márcio Araújo (MEI),Chapecoense,4.23,1.0,2.1,2.1,0.23,,,,,,1.0,1.0,,,,,,,,,1.0,,,1,2019,1.0,3.0
Kayke (ATA),Goiás,4.23,1.0,2.1,2.1,0.23,,,,,,1.0,1.0,,,,,,,,,1.0,,,1,2019,1.0,3.0
Geninho (TEC),Avaí,4.19,1.0,2.05,2.05,0.19,,,,,,,,,,,,,,,,,,,1,2019,,
Yago Pikachu (MEI),Vasco,11.1,1.0,2.0,2.0,-2.9,,,,,1.0,,,,,,,,,,,,,,1,2019,1.0,
Rodriguinho (MEI),Cruzeiro,4.86,1.0,2.0,2.0,-0.14,,,,,2.0,,,,,,,,,,,,1.0,,1,2019,1.0,
Danilo Barcelos (LAT),Vasco,6.24,1.0,2.0,2.0,-0.76,,,,,1.0,1.0,,,,,,,,,,1.0,,,1,2019,1.0,1.0
Marcelo Lomba (GOL),Internacional,9.02,1.0,2.0,2.0,-1.98,,,,,,,,,2.0,,,,,,2.0,,,,1,2019,,
Didira (MEI),CSA,5.48,1.0,1.9,1.9,-0.52,,,,,2.0,,,,,,,,,,,,,,1,2019,1.0,2.0
Rogério Ceni (TEC),Fortaleza,5.45,1.0,1.85,1.85,-0.55,,,,,,,,,,,,,,,,,,,1,2019,,
Matheus Barbosa (MEI),Avaí,2.64,1.0,1.8,1.8,0.64,,,,,,1.0,,,,,,,,,,1.0,,,1,2019,1.0,
Léo Sena (MEI),Goiás,3.33,1.0,1.8,1.8,0.33,,,,,4.0,,,,,,,,1.0,,,3.0,,,1,2019,3.0,4.0
Tomás Andrade (MEI),Athlético-PR,6.11,1.0,1.8,1.8,-0.89,,,,,2.0,1.0,1.0,,,,,,,,,,,,1,2019,,4.0
Patrick Fabiano (ATA),CSA,6.73,1.0,1.7,1.7,-1.27,,,,,1.0,2.0,,,,,,,,,,2.0,,,1,2019,1.0,3.0
Leandro Barcia (ATA),Goiás,3.95,1.0,1.7,1.7,-0.05,,,,,3.0,2.0,,,,,,,,,,1.0,,,1,2019,,3.0
João Paulo (MEI),Avaí,4.58,1.0,1.6,1.6,-0.42,,,,,3.0,,,,,,,,,,,1.0,,,1,2019,1.0,3.0
Cícero (MEI),Botafogo,7.35,1.0,1.6,1.6,-1.65,,,,,2.0,,1.0,,,,,,,,,,,,1,2019,,2.0
Henrique (MEI),Cruzeiro,7.98,1.0,1.5,1.5,-2.02,,,,,2.0,,,,,,,,,,,2.0,,,1,2019,1.0,
Victor Ferraz (LAT),Santos,7.28,1.0,1.5,1.5,-1.72,,,,,,,,,,,,,,,,,,,1,2019,2.0,5.0
Leonardo (LAT),Grêmio,5.9,1.0,1.5,1.5,-1.1,,,,,,1.0,1.0,,,,,,,,,1.0,,,1,2019,1.0,5.0
Arrascaeta (MEI),Flamengo,11.45,1.0,1.5,1.5,-3.55,,,,,2.0,1.0,,,,,,,,,,,,,1,2019,,1.0
Jonathan (LAT),Athlético-PR,5.83,1.0,1.4,1.4,-1.17,,,,,,,1.0,,,,,,,,,2.0,,,1,2019,1.0,1.0
Joel Carli (ZAG),Botafogo,7.22,1.0,1.4,1.4,-1.78,,,,,,,,,,,,,1.0,,,1.0,,,1,2019,3.0,2.0
Eduardo Barroca (TEC),Botafogo,6.48,1.0,1.34,1.34,-1.52,,,,,,,,,,,,,,,,,,,1,2019,,
Soteldo (MEI),Santos,5.76,1.0,1.3,1.3,-1.24,,,,,3.0,,1.0,,,,,,,,,,1.0,,1,2019,,3.0
Allan (MEI),Fluminense,3.54,1.0,1.1,1.1,-0.46,,,,,,1.0,,,,,,,,,,3.0,,,1,2019,2.0,4.0
Yago (ZAG),Goiás,3.54,1.0,1.1,1.1,-0.46,,,,1.0,,,,,,,,,1.0,,,2.0,,,1,2019,,3.0
Igor Gomes (MEI),São Paulo,1.46,1.0,1.1,1.1,0.46,,,,,2.0,,,,,,,,,,,1.0,,,1,2019,1.0,3.0
Marcelo Cabo (TEC),CSA,2.13,1.0,1.07,1.07,0.13,,,,,,,,,,,,,,,,,,,1,2019,,
Paulo Roberto (MEI),Fortaleza,4.86,1.0,1.0,1.0,-1.14,,,,,2.0,,,,,,,,,,,3.0,,,1,2019,1.0,
Mosquera (MEI),Avaí,3.47,1.0,1.0,1.0,-0.53,,,,,1.0,1.0,,,,,,,,,,,,,1,2019,,1.0
Matheus Savio (MEI),CSA,4.16,1.0,1.0,1.0,-0.84,,,,,,,1.0,,,,,,,,,1.0,,,1,2019,1.0,4.0
Lucas Mineiro (MEI),Vasco,4.79,1.0,0.9,0.9,-1.21,,,,,,1.0,,,,,,,,,,4.0,,,1,2019,2.0,3.0
Luciano Castán (ZAG),CSA,4.09,1.0,0.9,0.9,-0.91,,,,,,,,,,,,,,,,,,,1,2019,1.0,2.0
Santos (GOL),Athlético-PR,6.17,1.0,0.9,0.9,-1.83,,,,,1.0,,,,1.0,,,,,,1.0,,,,1,2019,,2.0
Elton (MEI),Bahia,4.79,1.0,0.9,0.9,-1.21,,,,,,,,,,,,,,,,3.0,,,1,2019,2.0,2.0
Gerson (ZAG),CSA,3.4,1.0,0.9,0.9,-0.6,,,,,,,,,,,,,,,,,,,1,2019,1.0,2.0
Gabriel (ZAG),Botafogo,5.48,1.0,0.9,0.9,-1.52,,,,,,,,,,,,,,,,,,,1,2019,1.0,2.0
Paulinho (LAT),Avaí,2.01,1.0,0.9,0.9,0.01,,,,,,,,,,,,,,,,6.0,,,1,2019,3.0,2.0
João Paulo (MEI),Botafogo,6.11,1.0,0.8,0.8,-1.89,,,,,3.0,,,,,,,,1.0,,,1.0,,,1,2019,2.0,4.0
Miranda (ZAG),Vasco,2.57,1.0,0.7,0.7,-0.43,,,,,1.0,,,,,,,,,,,2.0,,,1,2019,1.0,1.0
Mano Menezes (TEC),Cruzeiro,8.75,1.0,0.61,0.61,-3.25,,,,,,,,,,,,,,,,,,,1,2019,,
Renê (LAT),Flamengo,8.74,1.0,0.6,0.6,-3.26,,,,,,,,,,,,,,,,,,,1,2019,1.0,3.0
Robinho (ATA),CSA,3.19,1.0,0.6,0.6,-0.81,,,,,,,,,,,,,,,,,,,1,2019,1.0,3.0
Airton (MEI),Fluminense,5.97,1.0,0.6,0.6,-2.03,,,,,,,,,,,,,,,,,,,1,2019,1.0,3.0
Gustavo Campanharo (MEI),Chapecoense,2.43,1.0,0.5,0.5,-0.57,,,,,,1.0,1.0,,,,,,,,,3.0,,,1,2019,,
Caio Henrique (MEI),Fluminense,5.2,1.0,0.5,0.5,-1.8,,,,,1.0,1.0,,,,,,,,,,1.0,,,1,2019,,1.0
Dedé (ZAG),Cruzeiro,14.15,1.0,0.4,0.4,-5.85,,,,,,,,,,,,,,,,1.0,,,1,2019,1.0,2.0
Kannemann (ZAG),Grêmio,17.62,1.0,0.4,0.4,-7.38,,,,,3.0,,,,,,,,1.0,,,3.0,,,1,2019,2.0,2.0
Giovanni Augusto (MEI),Goiás,4.44,1.0,0.4,0.4,-1.56,,,,,2.0,,,,,,,,,,,,,,1,2019,1.0,7.0
Diego Torres (MEI),Chapecoense,3.68,1.0,0.3,0.3,-1.32,,,,,2.0,1.0,,,,,,,,,,,,,1,2019,,5.0
Ricardinho (MEI),Ceará,4.37,1.0,0.3,0.3,-1.63,,,,,1.0,1.0,,,,,,,,,,2.0,,,1,2019,,
Erik (ATA),Botafogo,7.84,1.0,0.3,0.3,-3.16,,,,,4.0,,,,,,,,,,,1.0,,,1,2019,,4.0
Aguilar (ZAG),Santos,4.3,1.0,0.2,0.2,-1.7,,,,,,,,,,,,,,,,2.0,,,1,2019,1.0,1.0
Bruno Cortez (LAT),Grêmio,5.62,1.0,0.1,0.1,-2.38,,,,,1.0,,,,,,,,,,,1.0,1.0,,1,2019,1.0,3.0
Tchê Tchê (MEI),São Paulo,3.54,1.0,0.1,0.1,-1.46,,,,,1.0,,1.0,,,,,,,,,2.0,,,1,2019,,2.0
Réver (ZAG),Atlético-MG,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Rodrigo Moledo (ZAG),Internacional,3.47,1.0,0.0,0.0,-1.53,,,,,,,,,,,,,,,,,,,1,2019,,
Víctor Cuesta (ZAG),Internacional,15.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Nico López (ATA),Internacional,22.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Iago (LAT),Internacional,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Gilberto (LAT),Fluminense,9.71,1.0,0.0,0.0,-4.29,,,,,1.0,,1.0,,,,,,,,,1.0,,,1,2019,,4.0
Igor Rabello (ZAG),Atlético-MG,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Henrique (ZAG),Corinthians,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Léo (ZAG),Cruzeiro,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Robinho (MEI),Cruzeiro,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Zeca (LAT),Internacional,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Alex Silva (LAT),Avaí,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Edenílson (MEI),Internacional,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Rodrigo Dourado (MEI),Internacional,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Paolo Guerrero (ATA),Internacional,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Rhodolfo (ZAG),Flamengo,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Patrick (MEI),Internacional,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Gilson (LAT),Botafogo,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,2019,,
Apodi (LAT),CSA,4.72,1.0,-0.2,-0.2,-2.28,,,,,2.0,,,,,,,,,,,,,,1,2019,,4.0
Lucas Fonseca (ZAG),Bahia,4.65,1.0,-0.3,-0.3,-2.35,,,,,,,,,,,,,,,,,,,1,2019,,1.0
Pedro Castro (MEI),Avaí,2.57,1.0,-0.3,-0.3,-1.43,,,,,1.0,,,,,,,,,,,1.0,,,1,2019,,1.0
Gegê (MEI),Avaí,1.87,1.0,-0.3,-0.3,-1.13,,,,,1.0,,,,,,,,,,,4.0,,,1,2019,1.0,1.0
Quintero (ZAG),Fortaleza,3.26,1.0,-0.3,-0.3,-1.74,,,,,,,,,,,,,,,,,,,1,2019,,1.0
Fernando Diniz (TEC),Fluminense,4.65,1.0,-0.3,-0.3,-2.35,,,,,,,,,,,,,,,,,,,1,2019,,
Alexandre Pato (ATA),São Paulo,5.2,1.0,-0.5,-0.5,-2.8,,,,,,1.0,,,,,,,,,,3.0,2.0,,1,2019,1.0,1.0
Wellington (MEI),Athlético-PR,3.05,1.0,-0.6,-0.6,-1.95,,,,,,,,,,,,,,,,,,,1,2019,,2.0
Júnior Santos (ATA),Fortaleza,4.44,1.0,-0.6,-0.6,-2.56,,,,,,,,,,,,,,,,2.0,1.0,,1,2019,1.0,2.0
Osvaldo (ATA),Fortaleza,4.37,1.0,-0.7,-0.7,-2.63,,,,,1.0,,2.0,,,,,,1.0,,,2.0,,,1,2019,,2.0
Carlinhos (LAT),CSA,3.61,1.0,-0.8,-0.8,-2.39,,,,,2.0,,,,,,,,,,,,,,1,2019,,6.0
Pará (LAT),Flamengo,5.0,1.0,-0.8,-0.8,-3.0,,,,,,,,,,,,,1.0,,,3.0,,,1,2019,2.0,1.0
Edílson (LAT),Cruzeiro,4.93,1.0,-0.9,-0.9,-3.07,,,,,1.0,,,,,,,,1.0,,,3.0,,,1,2019,2.0,3.0
Michael (ATA),Goiás,3.54,1.0,-0.9,-0.9,-2.46,,,,,,,,,,,,,,,,,,,1,2019,,3.0
Matheus Ferraz (ZAG),Fluminense,3.54,1.0,-0.9,-0.9,-2.46,,,,,,2.0,,,,,,,1.0,,,1.0,,,1,2019,,
Nino (ZAG),Fluminense,1.39,1.0,-1.0,-1.0,-1.61,,,,,,,,,,,,,1.0,,,1.0,,,1,2019,1.0,
Anderson (GOL),Bahia,2.08,1.0,-1.0,-1.0,-1.92,,,,,,,,,1.0,,,,,,2.0,,,,1,2019,,
Jordi (GOL),CSA,0.69,1.0,-1.3,-1.3,-1.31,,,,,,,,,1.0,,,,,,2.0,,,,1,2019,,1.0
Paulo Victor (GOL),Grêmio,4.65,1.0,-1.3,-1.3,-3.35,,,,,,,,,1.0,,,,,,2.0,,,,1,2019,,1.0
Gustavo Henrique (ZAG),Santos,4.65,1.0,-1.3,-1.3,-3.35,,,,,,,,,,,,,,,,2.0,,,1,2019,,1.0
Betão (ZAG),Avaí,3.12,1.0,-1.5,-1.5,-2.88,,,,,2.0,,,,,,,,1.0,,,1.0,,,1,2019,1.0,5.0
Raúl Cáceres (LAT),Vasco,3.12,1.0,-1.5,-1.5,-2.88,,,,,,,,,,,,,,,,3.0,,,1,2019,,
Gatito Fernández (GOL),Botafogo,8.6,1.0,-1.6,-1.6,-5.4,,,,,,,,,1.0,,,,,,2.0,,,,1,2019,,2.0
Maxi López (ATA),Vasco,4.44,1.0,-1.6,-1.6,-3.56,,,,,1.0,,,,,,,,,,,2.0,1.0,,1,2019,,2.0
Rodrigo Pimpão (ATA),Botafogo,2.36,1.0,-1.6,-1.6,-2.64,,,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,1,2019,,2.0
Boselli (ATA),Corinthians,5.0,1.0,-1.8,-1.8,-4.0,,,,,1.0,,,,,,,,1.0,,,,,,1,2019,,1.0
Carlinhos (LAT),Fortaleza,3.61,1.0,-1.8,-1.8,-3.39,,,,,1.0,,,,,,,,1.0,,,3.0,,,1,2019,1.0,1.0
Victor (GOL),Atlético-MG,6.24,1.0,-2.0,-2.0,-4.76,,,,,,,,,,,,,,,1.0,,,,1,2019,,
Guga (LAT),Atlético-MG,2.78,1.0,-2.0,-2.0,-3.22,,,,,,,,,,,,,,,,1.0,,,1,2019,,5.0
Rodolfo (GOL),Fluminense,4.16,1.0,-2.0,-2.0,-3.84,,,,,,,,,,,,,,,1.0,,,,1,2019,,
César (GOL),Flamengo,2.78,1.0,-2.0,-2.0,-3.22,,,,,,,,,,,,,,,1.0,,,,1,2019,,
Dodô (LAT),Cruzeiro,6.11,1.0,-2.2,-2.2,-4.89,,,,,,,,,,,,,,,,2.0,,,1,2019,,4.0
Tinga (LAT),Fortaleza,0.69,1.0,-2.3,-2.3,-2.31,,,,,1.0,,,,,,,,,,,2.0,,,1,2019,,6.0
Diego Pituca (MEI),Santos,3.26,1.0,-2.3,-2.3,-3.74,,,,,2.0,,,,,,,,1.0,,,2.0,,,1,2019,1.0,6.0
Lucas Romero (MEI),Cruzeiro,1.8,1.0,-2.4,-2.4,-3.2,,,,,,,,,,,,,1.0,,,2.0,,,1,2019,1.0,3.0
Léo Duarte (ZAG),Flamengo,3.82,1.0,-2.5,-2.5,-4.18,,,,,1.0,,,,,,,,1.0,,,5.0,,,1,2019,1.0,
Thiago Heleno (ZAG),Athlético-PR,3.75,1.0,-2.6,-2.6,-4.25,,,,,1.0,,,,,,,,1.0,,,1.0,,,1,2019,,2.0
Everaldo (ATA),Fluminense,2.91,1.0,-2.8,-2.8,-4.09,,,,,1.0,,,,,,,,1.0,,,2.0,,,1,2019,,1.0
Fábio (GOL),Cruzeiro,7.63,1.0,-3.0,-3.0,-6.37,,,,,,,,,1.0,,,,,,3.0,,,,1,2019,,
Vladimir (GOL),Avaí,0.69,1.0,-4.0,-4.0,-2.31,,,,,,,,,,,,,,,2.0,,,,1,2019,,
Werley (ZAG),Vasco,0.69,1.0,-4.4,-4.4,-4.31,,,,,,,1.0,,,,1.0,,,,,,,,1,2019,,2.0
Cássio (GOL),Corinthians,5.2,1.0,-4.5,-4.5,-6.8,,,,,1.0,,,,1.0,,,,1.0,,3.0,,,,1,2019,,
Luciano (ATA),Fluminense,3.26,1.0,-5.3,-5.3,-6.74,,,,,2.0,1.0,,,,,,,1.0,1.0,,3.0,1.0,,1,2019,1.0,2.0
Paolo Guerrero (ATA),Internacional,14.61,1.0,12.0,12.0,1.61,,1.0,,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,,2,2019,1.0,1.0
Cícero (MEI),Botafogo,14.2,2.0,10.5,19.4,6.85,,1.0,1.0,,9.0,1.0,1.0,,,,,,,,,,,,2,2019,2.0,5.0
Tiepo (GOL),Chapecoense,16.19,2.0,10.5,4.0,3.01,,,,1.0,,,,,6.0,,,,,,1.0,,,,2,2019,,
Geuvânio (ATA),Atlético-MG,15.39,2.0,9.45,5.8,2.83,,,1.0,,8.0,2.0,1.0,,,,,,,,,5.0,,,2,2019,7.0,3.0
Fábio (GOL),Cruzeiro,13.77,2.0,9.0,21.0,6.14,,,,1.0,,,,,4.0,1.0,,,,,3.0,,,,2,2019,,
Ricardo Bueno (ATA),Ceará,17.84,2.0,8.9,-4.9,-0.68,,2.0,1.0,,1.0,1.0,2.0,,,,,,,1.0,,5.0,2.0,,2,2019,1.0,3.0
Antony (ATA),São Paulo,13.12,2.0,8.8,10.7,4.17,,,2.0,,6.0,2.0,1.0,,,,,,,,,,,,2,2019,2.0,4.0
Everaldo (ATA),Chapecoense,15.04,2.0,8.55,2.8,1.65,,2.0,,,1.0,1.0,1.0,,,,,,,,,7.0,,,2,2019,2.0,3.0
Elias (MEI),Atlético-MG,13.83,2.0,8.55,13.2,4.19,,1.0,,,3.0,1.0,,1.0,,,,,,,,2.0,,,2,2019,4.0,4.0
Bruno Pacheco (LAT),Chapecoense,14.68,2.0,8.5,5.0,2.19,,,1.0,1.0,2.0,,,,,,,,,,,,,,2,2019,4.0,
Vanderlei (GOL),Santos,21.26,2.0,8.2,0.7,-1.43,,,,,,,,,7.0,,,,,,2.0,,,,2,2019,,2.0
Romulo (MEI),Grêmio,6.45,1.0,8.2,8.2,2.45,,1.0,,,,,,,,,,,1.0,,,4.0,,,2,2019,3.0,1.0
Arthur Caíke (ATA),Bahia,13.18,2.0,7.8,8.9,2.98,,2.0,,,,2.0,1.0,,,,,,,,,3.0,1.0,,2,2019,,4.0
Moisés (LAT),Bahia,13.63,2.0,7.7,7.2,2.39,,,1.0,,,1.0,1.0,,,,,,,,,3.0,,,2,2019,7.0,2.0
Erik (ATA),Botafogo,12.1,2.0,7.45,14.6,4.26,,1.0,1.0,,7.0,,,,,,,,,,,2.0,,,2,2019,1.0,7.0
Ramiro (MEI),Corinthians,15.5,2.0,7.3,0.2,-0.04,,,1.0,,2.0,1.0,1.0,,,,,,,,,3.0,,,2,2019,6.0,3.0
Ricardo Oliveira (ATA),Atlético-MG,18.04,2.0,7.05,1.8,-0.9,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,2,2019,1.0,4.0
Matheus Savio (MEI),CSA,8.94,2.0,7.0,13.0,4.78,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,,2,2019,2.0,4.0
Hudson (MEI),São Paulo,12.3,2.0,6.95,6.2,2.1,,1.0,,,2.0,,1.0,,,,,,,,,4.0,,,2,2019,4.0,1.0
João Paulo (MEI),Botafogo,10.08,2.0,6.65,12.5,3.97,,1.0,,,4.0,,2.0,,,,,,1.0,,,2.0,,,2,2019,4.0,7.0
Wellington Paulista (ATA),Fortaleza,11.6,2.0,6.6,8.0,2.44,,1.0,,,4.0,1.0,1.0,,,,,,,,,3.0,,,2,2019,2.0,1.0
Carlos Augusto (LAT),Corinthians,7.04,2.0,6.45,14.5,5.37,,1.0,,1.0,,1.0,,,,,,,1.0,,,2.0,,,2,2019,2.0,3.0
Jorge (LAT),Santos,10.01,1.0,6.4,6.4,0.01,,,,,3.0,2.0,3.0,,,,,,,,,2.0,1.0,,2,2019,1.0,1.0
Samuel Xavier (LAT),Ceará,12.82,2.0,6.4,3.7,0.96,,,1.0,1.0,3.0,1.0,,,,,,,,,,1.0,1.0,,2,2019,2.0,5.0
Márcio Araújo (MEI),Chapecoense,8.23,2.0,6.3,10.5,4.0,,,,,2.0,2.0,1.0,,,,,,,,,1.0,,,2,2019,7.0,4.0
Jefferson (LAT),Goiás,9.22,2.0,6.25,4.7,2.42,,,,1.0,2.0,2.0,,,,,,,,,,1.0,,,2,2019,4.0,2.0
Edinho (MEI),Fortaleza,9.17,2.0,6.1,9.8,3.34,,1.0,,,5.0,3.0,1.0,,,,,,1.0,,,1.0,,,2,2019,1.0,3.0
Luiz Otávio (ZAG),Ceará,12.12,2.0,6.05,2.7,0.74,,,1.0,1.0,2.0,,,,,,,,,,,2.0,,,2,2019,2.0,3.0
Ernando (ZAG),Bahia,9.14,2.0,6.0,8.0,2.9,,1.0,,,,,,,,,,,,,,1.0,,,2,2019,3.0,
Léo (ZAG),Cruzeiro,8.39,1.0,6.0,6.0,0.39,,,,1.0,2.0,,,,,,,,,,,,,,2,2019,,
Diogo Silva (GOL),Ceará,9.44,2.0,5.85,3.7,1.81,,,,1.0,,,,,3.0,,,,,,1.0,,,,2,2019,,1.0
Toró (ATA),São Paulo,6.44,2.0,5.85,10.7,4.36,,1.0,,,3.0,1.0,,,,,,,,,,2.0,,,2,2019,2.0,2.0
Nico López (ATA),Internacional,18.43,1.0,5.8,5.8,-3.57,,,,,,3.0,1.0,1.0,,,,,1.0,,,,,,2,2019,1.0,1.0
Leandro Carvalho (ATA),Ceará,12.04,2.0,5.75,3.0,0.59,,1.0,,,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,2,2019,2.0,6.0
Chará (ATA),Atlético-MG,10.75,2.0,5.7,7.8,2.01,,1.0,,,2.0,3.0,,,,,,,,,,3.0,,,2,2019,3.0,10.0
Dedé (ZAG),Cruzeiro,14.95,2.0,5.5,10.6,0.8,,,,1.0,1.0,,,,,,,,,,,1.0,,,2,2019,5.0,5.0
Gregore (MEI),Bahia,12.26,2.0,5.3,3.2,0.19,,,,,1.0,,,,,,,,,,,8.0,,,2,2019,10.0,3.0
Tadeu (GOL),Goiás,11.36,2.0,5.3,-1.3,-0.37,,,,1.0,1.0,,,,1.0,1.0,,,,,2.0,,,,2,2019,,3.0
Ramires (MEI),Bahia,13.54,2.0,5.25,0.8,-0.82,,,1.0,,1.0,2.0,1.0,,,,,,,,,,1.0,,2,2019,2.0,1.0
Enderson Moreira (TEC),Ceará,10.7,2.0,5.23,1.65,0.43,,,,,,,,,,,,,,,,,,,2,2019,,
Leandro Barcia (ATA),Goiás,6.95,2.0,5.0,8.3,3.0,,1.0,,,5.0,3.0,,,,,,,1.0,,,3.0,,,2,2019,1.0,3.0
Alexandre Pato (ATA),São Paulo,8.13,2.0,4.95,10.4,2.93,,1.0,,,2.0,2.0,,,,,,,,,,3.0,2.0,,2,2019,2.0,4.0
Marquinhos Silva (ZAG),Avaí,8.3,2.0,4.95,5.7,1.92,,,,,3.0,3.0,,,,,,,1.0,,,2.0,,,2,2019,7.0,5.0
Rodrigo Santana (TEC),Atlético-MG,9.64,2.0,4.74,5.25,1.16,,,,,,,,,,,,,,,,,,,2,2019,,
Roger Machado (TEC),Bahia,9.18,2.0,4.71,3.61,0.98,,,,,,,,,,,,,,,,,,,2,2019,,
Getúlio (ATA),Avaí,7.59,2.0,4.7,6.6,2.18,,,,,2.0,1.0,2.0,1.0,,,,,,,,3.0,1.0,,2,2019,3.0,1.0
Víctor Cuesta (ZAG),Internacional,12.89,1.0,4.7,4.7,-2.11,,,,,1.0,,,,,,,,,,,,,,2,2019,3.0,1.0
Brizuela (ATA),Avaí,7.98,2.0,4.7,2.7,1.25,,1.0,,,1.0,,,,,,,,,,,2.0,1.0,,2,2019,2.0,2.0
Patrick (MEI),Internacional,8.55,1.0,4.7,4.7,-0.45,,,,,1.0,,,,,,,,,,,,,,2,2019,3.0,1.0
Ney Franco (TEC),Chapecoense,7.81,2.0,4.64,2.89,1.3,,,,,,,,,,,,,,,,,,,2,2019,,
Carlos Sánchez (MEI),Santos,12.42,2.0,4.6,9.5,0.83,,1.0,,,1.0,1.0,,,,,,,,,,2.0,,,2,2019,2.0,7.0
David Duarte (ZAG),Goiás,8.83,2.0,4.6,2.7,0.85,,,,1.0,,,,,,,,,,,,,,,2,2019,3.0,1.0
Artur (ATA),Bahia,8.74,2.0,4.5,1.1,0.48,,1.0,,,2.0,,1.0,,,,,,,,,2.0,1.0,,2,2019,2.0,9.0
Eduardo (LAT),Chapecoense,9.85,2.0,4.5,0.8,0.0,,,,1.0,2.0,,,,,,,,,,,,,,2,2019,3.0,5.0
Jorge Sampaoli (TEC),Santos,9.98,2.0,4.49,4.61,0.7,,,,,,,,,,,,,,,,,,,2,2019,,
Pedro Henrique (ZAG),Corinthians,8.33,2.0,4.4,4.6,1.25,,,,1.0,3.0,1.0,,,,,,,,,,,,,2,2019,2.0,5.0
Reinaldo (LAT),São Paulo,11.65,2.0,4.3,1.9,-0.63,,,,1.0,1.0,,,,,,,,1.0,,,3.0,,,2,2019,5.0,3.0
Fábio Carille (TEC),Corinthians,10.24,2.0,4.29,4.4,0.4,,,,,,,,,,,,,,,,,,,2,2019,,
Claudio Winck (LAT),Vasco,4.72,1.0,4.2,4.2,0.72,,,,,,1.0,,,,,,,,,,1.0,,,2,2019,3.0,2.0
Robinho (MEI),Cruzeiro,8.33,1.0,4.2,4.2,-0.67,,,,,3.0,1.0,1.0,,,,,,,,,1.0,,,2,2019,2.0,6.0
Cuca (TEC),São Paulo,9.33,2.0,4.14,3.46,0.44,,,,,,,,,,,,,,,,,,,2,2019,,
Abel Braga (TEC),Flamengo,10.48,2.0,4.12,2.98,-0.11,,,,,,,,,,,,,,,,,,,2,2019,,
